,0
987,28.687513
988,28.423254
989,28.739363
990,29.010439
991,28.707802
992,28.719625
993,28.58511
994,28.84353
995,28.467842
996,28.631332
997,29.002483
998,28.72322
999,28.788124
1000,29.015245
1001,28.589134
1002,28.521948
1003,28.440681
1004,28.736423
1005,28.560627
1006,28.60228
1007,28.467964
1008,28.6319
1009,29.058264
1010,28.5003
1011,28.89524
1012,29.217888
1013,28.62505
1014,28.898764
1015,28.76536
1016,28.397404
1017,28.748817
1018,28.722818
1019,28.85665
1020,28.845192
1021,28.666368
1022,28.709822
1023,28.8369
1024,28.862072
1025,28.38004
1026,29.425276
1027,28.7874
1028,28.474167
1029,29.036139
1030,28.736006
1031,28.49281
1032,28.826262
1033,28.706964
1034,28.537363
1035,29.007341
1036,28.722372
1037,28.826538
1038,28.734835
1039,28.672531
1040,28.713543
1041,28.590645
1042,28.425442
1043,28.546093
1044,28.832422
1045,28.950748
1046,28.659029
1047,28.62469
1048,28.369175
1049,28.658215
1050,29.08677
1051,28.594034
1052,28.594526
1053,28.72303
1054,28.767319
1055,28.686457
1056,28.752155
1057,28.826218
1058,28.740007
1059,29.06696
1060,28.498373
1061,28.634748
1062,28.607029
1063,28.608383
1064,28.784206
1065,28.49087
1066,28.501656
1067,28.997147
1068,28.529394
1069,28.59432
1070,29.042967
1071,28.786043
1072,28.588715
1073,28.86404
1074,28.567705
1075,28.99956
1076,28.592638
1077,28.89937
1078,28.866177
1079,28.75691
1080,28.740582
1081,28.408636
1082,28.543697
1083,28.733126
1084,28.835554
1085,28.464865
1086,28.663553
1087,28.628094
1088,28.441635
1089,28.626057
1090,28.479795
1091,28.409128
1092,28.666313
1093,28.604622
1094,29.124111
1095,28.955315
1096,28.684044
1097,28.807034
1098,28.514425
1099,28.869572
1100,28.69738
1101,28.867718
1102,28.782074
1103,28.690641
1104,28.723034
1105,28.765633
1106,28.66134
1107,28.527435
1108,28.665443
1109,28.90256
1110,28.926311
1111,28.602068
1112,29.224117
1113,28.76619
1114,28.438704
1115,28.706074
1116,28.7614
1117,28.586014
1118,28.817759
1119,28.862118
1120,28.701923
1121,28.686646
1122,28.811802
1123,29.059517
1124,28.945232
1125,28.534645
1126,28.746216
1127,28.619394
1128,28.613873
1129,28.464329
1130,28.684677
1131,28.753054
1132,28.990036
1133,28.77817
1134,28.705582
1135,28.478815
1136,28.41382
1137,28.571388
1138,28.726738
1139,28.445374
1140,28.513784
1141,28.455372
1142,28.688057
1143,28.665295
1144,28.835426
1145,28.756954
1146,28.781414
1147,28.814297
1148,28.74741
1149,28.92321
1150,28.59193
1151,28.46654
1152,28.611515
1153,29.026585
1154,28.791704
1155,28.732824
1156,28.542109
1157,28.725508
1158,28.921265
1159,28.655018
1160,28.929316
1161,28.987211
1162,28.692299
1163,28.715313
1164,28.643894
1165,28.770622
1166,28.643879
1167,28.657022
1168,28.514118
1169,28.644325
1170,28.807568
1171,28.59585
1172,29.068031
1173,28.8098
1174,28.649208
1175,28.691025
1176,28.692003
1177,28.216919
1178,28.836214
1179,28.6978
1180,28.771366
1181,28.651476
1182,28.629223
1183,29.059069
1184,28.636505
1185,28.777481
1186,28.966356
1187,28.964773
1188,28.654963
1189,29.056831
1190,28.62978
1191,28.67105
1192,28.956604
1193,28.921
1194,28.46555
1195,28.76577
1196,28.82367
1197,28.56716
1198,28.708988
1199,28.369566
1200,28.681889
1201,28.53885
1202,28.922882
1203,28.449587
1204,28.563646
1205,28.445375
1206,28.52171
1207,28.509192
1208,28.672485
1209,28.830872
1210,28.547062
1211,29.01906
1212,28.403353
1213,28.584068
1214,28.590054
1215,28.859665
1216,28.948513
1217,28.52351
1218,28.536783
1219,28.683655
1220,28.852873
1221,28.639095
1222,28.674843
1223,28.369993
1224,28.677774
1225,28.839914
1226,28.741707
1227,28.641722
1228,28.75618
1229,28.496586
1230,29.078503
1231,28.897335
1232,28.831354
1233,28.51411
1234,28.755733
1235,28.737446
1236,29.273323
1237,28.577808
1238,28.904812
1239,28.727455
1240,28.573801
1241,28.645655
1242,28.575857
1243,28.81958
1244,28.906597
1245,28.779884
1246,28.73122
1247,28.724731
1248,28.679642
1249,28.702568
1250,28.551666
1251,28.718716
1252,28.836826
1253,28.813332
1254,28.628956
1255,28.683666
1256,28.654436
1257,28.57413
1258,28.611984
1259,28.723204
1260,28.60219
1261,28.381464
1262,28.731256
1263,28.657978
1264,28.693726
1265,28.37462
1266,28.775059
1267,28.27873
1268,28.563143
1269,28.584572
1270,28.474266
1271,28.505482
1272,28.699308
1273,28.588669
1274,28.6427
1275,28.898642
1276,28.734829
1277,29.099373
1278,28.783241
1279,28.980675
1280,28.61179
1281,28.503963
1282,28.541475
1283,28.712246
1284,28.666342
1285,28.63607
1286,28.58568
1287,28.535353
1288,28.890873
1289,28.645874
1290,28.489527
1291,28.379007
1292,28.631548
1293,28.585709
1294,28.572466
1295,28.876823
1296,28.717392
1297,28.411997
1298,29.09153
1299,28.62403
1300,28.6921
1301,28.535503
1302,29.113316
1303,28.976036
1304,28.592922
1305,28.698475
1306,28.29812
1307,29.097553
1308,28.485273
1309,28.657885
1310,28.40226
1311,28.658327
1312,28.687397
1313,28.503586
1314,28.399345
1315,28.604717
1316,29.228613
1317,28.711775
1318,28.986637
1319,28.538237
1320,28.624168
1321,28.754818
1322,28.858664
1323,28.84697
1324,29.090298
1325,28.676764
1326,28.76344
1327,28.59263
1328,28.80717
1329,28.678698
1330,28.639816
1331,28.661251
1332,28.865849
1333,28.9424
1334,28.23592
1335,28.546665
1336,28.48862
1337,28.591087
1338,28.65842
1339,28.560432
1340,28.761143
1341,29.13216
1342,28.717455
1343,28.666441
1344,28.796968
1345,28.80746
1346,28.946457
1347,28.802896
1348,28.74976
1349,28.722229
1350,29.056908
1351,29.159271
1352,28.451838
1353,28.542164
1354,28.711733
1355,28.83842
1356,28.616123
1357,28.482252
1358,28.49525
1359,28.87202
1360,28.942333
1361,28.729832
1362,28.741798
1363,28.914902
1364,29.042128
1365,28.5994
1366,28.836193
1367,28.761679
1368,28.561329
1369,28.81199
1370,29.09287
1371,28.664259
1372,28.955162
1373,28.70167
1374,28.586138
1375,28.499685
1376,28.750332
1377,28.745182
1378,28.653124
1379,28.940556
1380,28.690342
1381,28.496693
1382,28.517181
1383,28.813974
1384,28.631477
1385,28.535332
1386,28.586906
1387,28.639473
1388,28.769087
1389,28.706291
1390,28.53247
1391,28.577524
1392,28.922823
1393,28.48443
1394,28.879059
1395,28.65151
1396,28.834225
1397,28.567005
1398,29.14222
1399,28.550621
1400,28.525213
1401,28.742472
1402,28.741253
1403,29.159367
1404,28.733894
1405,28.948872
1406,28.631723
1407,28.49582
1408,28.679708
1409,28.843126
1410,28.692019
1411,28.781216
1412,28.61938
1413,28.654865
1414,28.857098
1415,28.696604
1416,28.937168
1417,28.577587
1418,28.652933
1419,28.58221
1420,28.529451
1421,28.662304
1422,28.625275
1423,28.748592
1424,28.665432
1425,29.021994
1426,28.778826
1427,28.950865
1428,28.742268
1429,28.610558
1430,28.680716
1431,28.928871
1432,28.504992
1433,28.975927
1434,28.512953
1435,28.57285
1436,28.686167
1437,28.744291
1438,28.426857
1439,28.998133
1440,28.820436
1441,28.440817
1442,28.605612
1443,28.77266
1444,28.599117
1445,28.483734
1446,28.657572
1447,28.414328
1448,28.521317
1449,28.643475
1450,28.639227
1451,28.838957
1452,28.48154
1453,28.369637
1454,28.68201
1455,28.898033
1456,29.213057
1457,28.82174
1458,28.641064
1459,28.619446
1460,28.814907
1461,28.65713
1462,28.76055
1463,28.644693
1464,28.752861
1465,28.802036
1466,28.462831
1467,28.76112
1468,28.548563
1469,28.647028
1470,28.833237
1471,28.746626
1472,28.624847
1473,28.436272
1474,29.040766
1475,28.787714
1476,28.798563
1477,28.666828
1478,28.74491
1479,28.781347
1480,28.884108
1481,28.880285
1482,28.755209
1483,28.743956
1484,28.766106
1485,28.675835
1486,28.868036
1487,28.710594
1488,28.760288
1489,28.925255
1490,28.67433
1491,28.622766
1492,28.633194
1493,28.639536
1494,28.675049
1495,28.836462
1496,28.5643
1497,28.5985
1498,28.591108
1499,28.858377
1500,29.004795
1501,28.587143
1502,28.580145
1503,28.791862
1504,28.837763
1505,28.654179
1506,28.686653
1507,28.822504
1508,28.734268
1509,28.73326
1510,28.479109
1511,28.65611
1512,28.532354
1513,28.810194
1514,28.776062
1515,28.663326
1516,28.915478
1517,28.69789
1518,28.898783
1519,28.796194
1520,28.722652
1521,28.897993
1522,28.685877
1523,28.528439
1524,28.758814
1525,28.643559
1526,28.760578
1527,28.754087
1528,28.814371
1529,29.196701
1530,28.856293
1531,28.429493
1532,28.720356
1533,28.709183
1534,29.129688
1535,28.55835
1536,28.565342
1537,28.714819
1538,29.071392
1539,28.684048
1540,28.879137
1541,29.003405
1542,28.684181
1543,28.73434
1544,28.5908
1545,28.737368
1546,28.422756
1547,28.946108
1548,28.434544
1549,28.688105
1550,28.457253
1551,28.800457
1552,28.758036
1553,28.658072
1554,28.813448
1555,28.709236
1556,28.753021
1557,28.666327
1558,28.433191
1559,28.720581
1560,28.494503
1561,28.510399
1562,28.804344
1563,28.873043
1564,29.069962
1565,29.19907
1566,28.813742
1567,28.71344
1568,29.056068
1569,28.645292
1570,28.622429
1571,28.617674
1572,29.023724
1573,28.686337
1574,28.964643
1575,28.966787
1576,28.81876
1577,28.97221
1578,28.803345
1579,28.550913
1580,28.84698
1581,28.453045
1582,28.745054
1583,28.736305
1584,28.692713
1585,28.878468
1586,28.921125
1587,29.211931
1588,28.829607
1589,28.872633
1590,28.833303
1591,28.466787
1592,28.952833
1593,28.931677
1594,28.562649
1595,28.58099
1596,28.78612
1597,28.715061
1598,28.725864
1599,28.805298
1600,28.518837
1601,28.48127
1602,28.691917
1603,28.659697
1604,28.770636
1605,28.803463
1606,28.469542
1607,28.550724
1608,28.439646
1609,28.843578
1610,28.73762
1611,28.728191
1612,28.98197
1613,28.456314
1614,28.437393
1615,28.31801
1616,28.47284
1617,28.862095
1618,28.644102
1619,28.614502
1620,28.590267
1621,28.517902
1622,28.549618
1623,28.957499
1624,28.94383
1625,28.698658
1626,28.833603
1627,28.760899
1628,28.81894
1629,28.647003
1630,28.540216
1631,28.770267
1632,28.464529
1633,28.490032
1634,28.70803
1635,28.884338
1636,28.690231
1637,28.681353
1638,28.368458
1639,28.659773
1640,28.715315
1641,28.900005
1642,28.780342
1643,28.834278
1644,29.051533
1645,28.751759
1646,29.093733
1647,28.575165
1648,28.713549
1649,28.787401
1650,28.920803
1651,28.464212
1652,28.541012
1653,28.79213
1654,28.65495
1655,28.662317
1656,28.690704
1657,28.630217
1658,28.622572
1659,28.93911
1660,28.75004
1661,28.667637
1662,28.634752
1663,28.673038
1664,28.608423
1665,28.730263
1666,28.839024
1667,28.605104
1668,28.698137
1669,28.554295
1670,28.725939
1671,28.635246
1672,28.81398
1673,28.700714
1674,28.708183
1675,28.797668
1676,28.486448
1677,28.788572
1678,28.658323
1679,28.594288
1680,28.628063
1681,28.764938
1682,28.609703
1683,28.7479
1684,28.794321
1685,28.662266
1686,28.568148
1687,28.81985
1688,28.399593
1689,28.82797
1690,28.592785
1691,28.923128
1692,28.680574
1693,28.804695
1694,28.578814
1695,28.635582
1696,28.76733
1697,28.432964
1698,28.465763
1699,28.32333
1700,28.471655
1701,28.641495
1702,28.733566
1703,28.676739
1704,28.731606
1705,28.552742
1706,28.534634
1707,28.463966
1708,28.83409
1709,28.873608
1710,28.828947
1711,28.668213
1712,28.922977
1713,28.627619
1714,28.96109
1715,28.581303
1716,28.544724
1717,29.084866
1718,28.756767
1719,28.419138
1720,28.896114
1721,28.671055
1722,28.845469
1723,28.452475
1724,28.547203
1725,28.68495
1726,29.070896
1727,28.697844
1728,29.00623
1729,28.483574
1730,28.993668
1731,28.618492
1732,28.939337
1733,28.72674
1734,28.646755
1735,28.648018
1736,28.744864
1737,28.714954
1738,28.65733
1739,28.690792
1740,28.586054
1741,28.630804
1742,28.66762
1743,28.813995
1744,28.681587
1745,28.881897
1746,28.836308
1747,28.661068
1748,28.62742
1749,28.74835
1750,28.715122
1751,28.969059
1752,28.84768
1753,28.703512
1754,28.836943
1755,28.825396
1756,28.925907
1757,28.506046
1758,28.683687
1759,28.390253
1760,28.710419
1761,28.677067
1762,29.025845
1763,28.643478
1764,28.534729
1765,28.759556
1766,28.380783
1767,28.843544
1768,29.012293
1769,28.517286
1770,28.701267
1771,28.63784
1772,28.667845
1773,29.02394
1774,28.54443
1775,28.627089
1776,28.461899
1777,28.712006
1778,28.476233
1779,28.536976
1780,28.854092
1781,28.815758
1782,29.005083
1783,28.646957
1784,28.879221
1785,28.57883
1786,28.934357
1787,28.66547
1788,28.67744
1789,28.551363
1790,28.603882
1791,28.627113
1792,28.56543
1793,29.156483
1794,28.69857
1795,28.772501
1796,28.747211
1797,28.57454
1798,28.52784
1799,28.561176
1800,28.602394
1801,28.822294
1802,28.62562
1803,28.615673
1804,28.461708
1805,28.734005
1806,28.726051
1807,28.961212
1808,28.674614
1809,28.921923
1810,29.31182
1811,28.717888
1812,28.848818
1813,28.634779
1814,28.459538
1815,29.142944
1816,28.771902
1817,28.64608
1818,28.579016
1819,28.900816
1820,28.76128
1821,28.668787
1822,28.760645
1823,28.53958
1824,28.625
1825,28.655666
1826,28.59841
1827,28.83359
1828,28.93232
1829,28.553686
1830,28.372826
1831,28.918024
1832,28.983
1833,28.64052
1834,28.537899
1835,28.600216
1836,28.609049
1837,28.57534
1838,28.837591
1839,28.682236
1840,28.779821
1841,28.808342
1842,29.158598
1843,28.725058
1844,28.619131
1845,28.767214
1846,28.341026
1847,28.789606
1848,28.954538
1849,28.628149
1850,28.586472
1851,28.486107
1852,28.476341
1853,28.64627
1854,28.994022
1855,28.741413
1856,28.57755
1857,28.645954
1858,28.936424
1859,28.44738
1860,28.848614
1861,28.685936
1862,29.004782
1863,28.93902
1864,28.479527
1865,28.969471
1866,28.71791
1867,28.85807
1868,28.568018
1869,28.579453
1870,28.633219
1871,28.872421
1872,28.749006
1873,28.63215
